,Character,dialogue,season,chapter
13210,Ellaria, The Lannisters have declared war on House Tyrell. They have declared war on Dorne. We must be allies now if we wish to survive.,6,10
13211,Olenna Tyrell, Cersei stole the future from me. She killed my son. She killed my grandson. She killed my granddaughter. Survival is not what I’m after now.,6,10
13212,Ellaria, You’re absolutely right. I chose the wrong words. It is not survival I offer. It is your heart’s desire.,6,10
13213,Olenna Tyrell, And what is my heart’s desire?,6,10
13214,Ellaria, Vengeance. Justice.,6,10
13215,Lord Varys, Fire and blood.,6,10
13216,Daario Naharis, Your ships are nearly ready. I saw them painting the sails.,6,10
13217,Daario Naharis, I’m curious to see how the Dothraki do on the poison water.,6,10
13218,Daenerys Targaryen, You’re not coming with us.,6,10
13219,Daario Naharis," New strategy? You want the Second Sons to attack from the west coast? If we take Casterly Rock, the Lannisters will have nowhere to run when you hit King’s Landing.",6,10
13220,Daenerys Targaryen, You’re not going to Westeros. You’re staying here with the Second Sons. There’s finally peace in Meereen. You will keep the peace while the people choose their own leaders.,6,10
13221,Daario Naharis," Fuck Meereen. Fuck the people. I’m here for you, not them.",6,10
13222,Daenerys Targaryen," You promised me. “My sword is yours. My life is yours.” This is what I command. If I’m going to rule in Westeros, I’ll need to make alliances. The best way to make alliances is with marriage.",6,10
13223,Daario Naharis, Who are you marrying this time?,6,10
13224,Daenerys Targaryen, I don’t know. Maybe no one.,6,10
13225,Daario Naharis, But you need to lure all the noble houses to the table? Are you a queen or fish bait?,6,10
13226,Daenerys Targaryen, I can’t bring a lover to Westeros.,6,10
13227,Daario Naharis, A king wouldn’t think twice about it.,6,10
13228,Daenerys Targaryen, So that’s what you want? To be my mistress?,6,10
13229,Daario Naharis, I’m not proud. I don’t care what perfumed aristocrat sits beside you in the throne room. I don’t want a crown. I want you.,6,10
13230,Daario Naharis, I love you. And I make you happy. You know I do. Bring me with you. Let me fight for you.,6,10
13231,Daenerys Targaryen, I can’t.,6,10
13232,Daario Naharis, The dwarf told you to do this.,6,10
13233,Daenerys Targaryen, No one tells me to do anything.,6,10
13234,Daario Naharis, Clever fellow. Can’t argue with his logic. I’m no use to you over there.,6,10
13235,Daenerys Targaryen, Don’t get angry.,6,10
13236,Daario Naharis," I’m not angry. I’m full of self-pity. Who comes after you? Who can ever follow Daenerys Stormborn, the Mother of Dragons?",6,10
13237,Daenerys Targaryen," A great number of women, I imagine. Specific orders will be left for you regarding the welfare of Meereen and the Bay of Dragons.",6,10
13238,Daario Naharis, Bay of Dragons?,6,10
13239,Daenerys Targaryen," We can’t call it Slaver’s Bay anymore, can we?",6,10
13240,Daario Naharis," You’ll get that throne you want so badly, I’m sure of it. I hope it brings you happiness.",6,10
13241,Daario Naharis, I pity the lord of Westeros. They have no idea what’s coming for them.,6,10
13242,Daenerys Targaryen," Farewell, Daario Naharis.",6,10
13244,Tyrion Lannister, How did he take it?,6,10
13245,Daenerys Targaryen, No tears.,6,10
13246,Tyrion Lannister," I know it was hard for you. You turned away a man who truly loves you because he would have been a liability in the Seven Kingdoms. That’s the kind of self-sacrifice that makes for a good ruler, if it’s any consolation.",6,10
13247,Daenerys Targaryen, It’s not.,6,10
13248,Tyrion Lannister," No, I suppose not. I’m terrible at consoling.",6,10
13249,Daenerys Targaryen," Yes, you really are.",6,10
13250,Tyrion Lannister," All right, how about the fact that this is actually happening? You have your armies, you have your ships, you have your dragons. Everything you’ve ever wanted since you were old enough to want anything. It’s all yours for the taking. Are you afraid?",6,10
13251,Tyrion Lannister, Good. You’re in the great game now. And the great game’s terrifying. The only people who aren’t afraid of failure are madmen like your father.,6,10
13252,Daenerys Targaryen, Do you know what frightens me? I said farewell to a man who loves me. A man I thought I cared for. And I felt nothing. Just impatient to get on with it.,6,10
13253,Tyrion Lannister, He wasn’t the first to love you and he won’t be the last.,6,10
13254,Daenerys Targaryen," Well, you have completely failed to console me.",6,10
13255,Tyrion Lannister," For what it’s worth, I’ve been a cynic for as long as I can remember. Everyone’s always asking me to believe in things-- family, gods, kings, myself. It was often tempting until I saw where belief got people. So I said no, thank you to belief. And yet here I am.",6,10
13256,Tyrion Lannister," I believe in you. It’s embarrassing, really. I’d swear you my sword, but I don’t actually own a sword.",6,10
13257,Daenerys Targaryen, It’s your counsel I need.,6,10
13258,Tyrion Lannister, It’s yours. Now and always.,6,10
13259,Daenerys Targaryen," Good. I, um… I had something made for you. I’m not sure if it’s right.",6,10
13260,Daenerys Targaryen," Tyrion Lannister, I name you Hand of the Queen.",6,10
13261,Walder Frey," You’re not one of mine, are you?",6,10
13262,Handmaiden," No, my lord.",6,10
13263,Walder Frey, Didn’t think so. Too pretty.,6,10
13264,Walder Frey, Where are my damn moron sons? Black Walder and Lothar promised to be here by midday.,6,10
13265,Handmaiden," They’re here, my lord.",6,10
13266,Walder Frey," Well, what are they doing, trimming their cunt hairs? Tell them to come here now.",6,10
13267,Handmaiden," But they’re already here, my lord.",6,10
13268,Handmaiden," Here, my lord.",6,10
13269,Handmaiden, They weren’t easy to carve. Especially Black Walder.,6,10
13270,Walder Frey, What…,6,10
13271,Arya Stark, My name is Arya Stark. I want you to know that. The last thing you’re ever going to see is a Stark smiling down at you as you die.,6,10
13272,Petyr Baelish," Forgive me, my lady… if you’re at prayer.",6,10
13273,Sansa Stark," I’m done with all that. I came here every day when I was a girl. I prayed to be somewhere else. Back then I only ever thought about what I wanted, never about what I had.",6,10
13274,Sansa Stark, I was a stupid girl.,6,10
13275,Petyr Baelish, You were a child.,6,10
13276,Sansa Stark, What do you want?,6,10
13277,Petyr Baelish, I thought you knew what I wanted.,6,10
13278,Sansa Stark, I was wrong.,6,10
13279,Petyr Baelish," No, you weren’t. Every time I’m faced with a decision, I close my eyes and see the same picture. Whenever I consider an action, I ask myself will this action help to make this picture a reality? Pull it out of my mind and into the world? And I only act if the answer is yes. A picture of me on the Iron Throne… and you by my side.",6,10
13280,Sansa Stark, It’s a pretty picture.,6,10
13281,Petyr Baelish, News of this battle will spread quickly through the Seven Kingdoms. I’ve declared for House Stark for all to hear.,6,10
13282,Sansa Stark," You’ve declared for other houses before, Lord Baelish. It’s never stopped you from serving yourself.",6,10
13283,Petyr Baelish," The past is gone for good. You can sit here mourning its departure or you can prepare for the future. You, my love, are the future of House Stark. Who should the North rally behind? A trueborn daughter of Ned and Catelyn Stark born here at Winterfell or a motherless bastard born in the south?",6,10
13284,Benjen Stark, This is where I leave you.,6,10
13285,Meera, You’re not coming with us?,6,10
13286,Benjen Stark," The Wall is not just ice and stone. Ancient spells were carved into its foundations. Strong magic to protect men from what lies beyond. And while it stands, the dead cannot pass. I cannot pass.",6,10
13287,Meera, Where will you go?,6,10
13288,Benjen Stark, The great war is coming and I still fight for the living. I’ll do what I can… as long as I can.,6,10
13289,Brann Stark," Thank you, Uncle Benjen.",6,10
13290,Benjen Stark, I wish you both good fortune.,6,10
13291,Meera, Are you sure you’re ready for this?,6,10
13292,Brann Stark,I’m the Three-Eyed Raven now. I have to be ready for this.,6,10
13293,Lyanna, Ned?,6,10
13294,Eddard Stark, Lyanna.,6,10
13295,Lyanna, Is that you? Is that really you?,6,10
13296,Lyanna, You’re not a dream.,6,10
13297,Eddard Stark," No, I’m not a dream. I’m here. Right here.",6,10
13298,Lyanna," I’ve missed you, big brother.",6,10
13299,Eddard Stark," I’ve missed you, too.",6,10
13300,Lyanna, I want to be brave.,6,10
13301,Eddard Stark, Shh. You are.,6,10
13302,Lyanna, I’m not.,6,10
13303,Lyanna, I don’t want to die.,6,10
13304,Eddard Stark, You’re not going to die.,6,10
13305,Eddard Stark, Get her some water!,6,10
13306,Lyanna," No, no water.",6,10
13307,Eddard Stark, Is there a maester?,6,10
13308,Lyanna," Please. Listen to me, Ned.",6,10
13309,Lyanna," If Robert finds out, he’ll kill him, you know he will. You have to protect him. Promise me, Ned. Promise me.",6,10
13310,Lyanna," Promise me, Ned. Promise me.",6,10
13311,Vale Knight, You can’t expect Knights of the Vale to side with wildling invaders.,6,10
13312,Tormund Giantsbane, We didn’t invade. We were invited.,6,10
13313,Vale Knight, Not by me.,6,10
13314,Jon Snow," The free folk, the northerners, and the Knights of the Vale fought bravely, fought together, and we won. My father uses to say we find our true friends on the battlefield.",6,10
13315,Man," The Boltons are defeated. The war is over. Winter has come. If the maesters are right, it’ll be the coldest one in a thousand years. We should ride home and wait out the coming storms.",6,10
13316,Jon Snow," The war is not over. And I promise you, friend, the true enemy won’t wait out the storm. He brings the storm.",6,10
13317,Lyanna," Your son was butchered at the Red Wedding, Lord Manderly. But you refused the call. You swore allegiance to House Stark, Lord Glover, but in their hour of greatest need, you refused the call. And you, Lord Cerwyn, your father was skinned alive by Ramsay Bolton. Still you refuse the call. But House Mormont remembers. The North remembers. We know no king but the King in the North whose name is Stark. I don’t care if he’s a bastard. Ned Stark’s blood runs through his veins. He’s my king from this day until his last day.",6,10
13318,Manderly," Lady Mormont speaks harshly and truly. My son died for Robb Stark, the Young Wolf. I didn’t think we’d find another king in my lifetime. I didn’t commit my men to your cause ‘cause I didn’t want more Manderlys dying for nothing. But I was wrong. Jon Snow avenged the Red Wedding. He is the White Wolf. The King in the North.",6,10
13319,Glover, I did not fight beside you on the field and I will regret that until my dying day. A man can only admit when he was wrong and ask forgiveness.,6,10
13320,Jon Snow," There’s nothing to forgive, my lord.",6,10
13321,Glover, There will be more fights to come. House Glover will stand behind House Stark as we have for a thousands years. And I will stand behind Jon Snow… the King in the North!,6,10
13322,Glover, The King in the North!,6,10
13323,All, The King in the North! The King in the North! The King in the North! The King in the North! The King in the North! The King in the North! The King in the North! The King in the North!,6,10
13324,Jaime Lannister, Come on.,6,10
13326,Qyburn," I now proclaim Cersei of the House Lannister First of Her Name, Queen of the Andals and the First Men, Protector of the Seven Kingdoms.",6,10
13327,Qyburn, Long may she reign.,6,10
13328,All, Long may she reign.,6,10
13329,Walder Frey," You're wonder why I brought you all here. After all, we just had a feast. Since when does old Walder give us two feasts in a single fortnight?",7,1
13330,Walder Frey," Well, it's no good being lord of the Riverlands if you can't celebrate with your family. That's what I say!",7,1
13331,Walder Frey," I've gathered every Frey who means a damn thing so I can tell you my plans for this great house now that winter has come. But first, a toast! No more of that Dornish horse piss! This is the finest Arbor gold! Proper wine for proper heroes!",7,1
13332,Walder Frey, Stand together!,7,1
13333,All, Stand together!,7,1
13334,Walder Frey, Not you. I'm not wasting good wine on a damn woman.,7,1
13335,Walder Frey," Maybe I'm not the most pleasant man. I'll admit it. But I'm proud of you lot. You're my family, the men who helped me slaughter the Starks at the Red Wedding.",7,1
13336,Walder Frey," Yes, yes. Cheer. Brave men, all of you. Butchered a woman pregnant with her babe. Cut the throat of a mother of five. Slaughtered your guests after inviting them into your home. But you didn't slaughter every one of the Starks.",7,1
13337,Walder Frey," No, no, that was your mistake. You should have ripped them all out, root and stem.",7,1
13338,Walder Frey, Leave one wolf alive and the sheep are never safe.,7,1
13339,Arya Stark," When people ask you what happened here, tell them the North remembers. Tell them winter came for House Frey.",7,1
13341,Edd, You wildlings?,7,1
13342,Meera," I'm Meera Reed, daughter of Howland Reed. This is Brandon Stark, son of Ned Stark.",7,1
13343,Edd, How do I know that's true?,7,1
13344,Brann Stark, You were at the Fist of the First Men. You were at Hardhome. You've seen the Army of the Dead. You've seen the Night King. He's coming for us. For all of us.,7,1
13345,Edd," Okay, come on. Let's get them inside.",7,1
13346,Jon Snow," I want every northern maester to scour their records for any mention of dragonglass. Dragonglass kills white walkers. It's more valuable to us now than gold. We need to find it, we need to mine it, we need to make weapons from it. Everyone aged 10 to 60 will drill daily with spears, pikes, bow and arrow.",7,1
13347,Robert Baratheon, It's about time we taught these boys of summer how to fight.,7,1
13348,Jon Snow, Not just the boys.,7,1
13349,Jon Snow, We can't defend the North if only half the population is fighting.,7,1
13350,Robert Baratheon, You expect me to put a spear in my granddaughter's hand?,7,1
13351,Lyanna," I don't plan on knitting by the fire while men fight for me. I might be small, Lord Glover, and I might be a girl, but I am every bit as much a Northerner as you.",7,1
13352,Robert Baratheon," Indeed you are, my lady. No one has questioned--",7,1
13353,Lyanna, And I don't need your permission to defend the North.,7,1
13354,Lyanna," We'll begin training every man, woman, boy, and girl on Bear Island.",7,1
13355,Jon Snow," While we're preparing for attack, we need to shore up our defenses. The only thing standing between us and the Army of the Dead is the Wall and the Wall hasn't been properly manned in centuries. I'm not the king of the Free Folk.",7,1
13356,Jon Snow, But if we're going to survive this winter together...,7,1
13357,Tormund Giantsbane, You want us to man the castles for you?,7,1
13358,Jon Snow, Last time we saw the Night King was at Hardhome. The closest castle to Hardhome is Eastwatch-by-the-Sea.,7,1
13359,Tormund Giantsbane, Then that's where I'll go. Looks like we're the Night's Watch now.,7,1
13360,Jon Snow," If they breach the wall, the first two castles in their path are Last Hearth and Karhold.",7,1
13361,Yohn, The Umbers and the Karstarks betrayed the North. Their castles should be torn down with not a stone left standing.,7,1
13362,Sansa Stark," The castles committed no crimes. And we need every fortress we have for the war to come. We should give the Last Hearth and Karhold to new families, loyal families who supported us against Ramsay.",7,1
13363,All, Aye!,7,1
13364,Jon Snow, The Umbers and the Karstarks have fought beside the Starks for centuries. They've kept faith for generation after generation.,7,1
13365,Sansa Stark, And then they broke faith.,7,1
13366,Jon Snow, I'm not going to strip these families of their ancestral homes because of the crimes of a few reckless sons.,7,1
13367,Sansa Stark, So there's no punishment for treason and no reward for loyalty?,7,1
13368,Jon Snow, The punishment for treason is death. Smalljon Umber died on the field of battle. Harald Karstark died on the field of battle.,7,1
13369,Sansa Stark, They died fighting for Ramsay. Give the castles to the families of the men who died fighting for you.,7,1
13370,Jon Snow," When I was Lord Commander of the Night's Watch I executed men who betrayed me. I executed men who refused to follow orders. My father always said, ""The man who passes the sentence should swing the sword,"" and I have tried to live by those words. But I will not punish a son for his father's sins, and I will not take a family home away from a family it has belonged to for centuries. That is my decision, and my decision is final.",7,1
13371,Jon Snow, Ned Umber.,7,1
13372,Jon Snow, Alys Karstark.,7,1
13373,Jon Snow," For centuries, our families fought side by side on the battlefield. I ask you to pledge your loyalty once again to House Stark, to serve as our bannermen and come to our air whenever called upon.",7,1
13374,Jon Snow, Stand.,7,1
13375,Jon Snow," Yesterday's wars don't matter anymore. The North needs to band together, all the living north. Will you stand beside me, Ned and Alys, now and always?",7,1
13376,Ned & Alys, Now and always!,7,1
13378,Jon Snow," You are my sister, but I am king now.",7,1
13379,Sansa Stark, Will you start wearing a crown?,7,1
13380,Jon Snow," When you question my decisions in front of the other lords and ladies, you undermine me.",7,1
13381,Sansa Stark, So I can't question your decisions anymore?,7,1
13382,Jon Snow," Of course you can, but--",7,1
13383,Sansa Stark, Joffrey never let anyone question his authority. You think he was a good king?,7,1
13384,Jon Snow, Do you think I'm Joffrey?,7,1
13385,Sansa Stark, You're as far from Joffrey as anyone I've ever met.,7,1
13386,Jon Snow, Thank you.,7,1
13387,Sansa Stark," You're good at this, you know.",7,1
13388,Jon Snow, At what?,7,1
13389,Sansa Stark, At ruling.,7,1
13390,Jon Snow, No.,7,1
13391,Sansa Stark," You are. You are. They respect you, they really do, but you have to--",7,1
13392,Sansa Stark, Why are you laughing?,7,1
13393,Jon Snow," What did father used to say? Everything before the word ""but"" is horse shit.",7,1
13394,Sansa Stark, He never said that to me.,7,1
13395,Jon Snow," No. No, he never cursed in front of his girls.",7,1
13396,Sansa Stark," Because he was trying to protect us. He never wanted us to see how dirty the world really is, but Father couldn't protect me and neither can you. Stop trying.",7,1
13397,Jon Snow," All right, I'll stop trying to protect you and you stop trying to undermine me.",7,1
13398,Sansa Stark, I'm not trying to undermine you.,7,1
13399,Sansa Stark," You have to be smarter than Father. You need to be smarter than Robb. I loved them, I miss them, but they made stupid mistakes, and they both lost their heads for it.",7,1
13400,Jon Snow, And how should I be smarter? By listening to you?,7,1
13401,Sansa Stark, Would that be so terrible?,7,1
13402,Wolkan," A raven from King's Landing, Your Grace.",7,1
13403,Jon Snow," ""Cersei of House Lannister, First of Her Name, Queen of the Andals and the First Men, Protector of the Seven Kingdoms--""",7,1
13404,Sansa Stark, What does she want?,7,1
13405,Jon Snow, Come to King's Landing. Bend the knee or suffer the fate of all traitors.,7,1
13406,Sansa Stark," You've been so consumed with the enemy to the north, you've forgotten about the one to the south.",7,1
13407,Jon Snow," I'm consumed with the Night King because I've seen him. And believe me, you'd think of little else if you had, too.",7,1
13408,Sansa Stark, We still have a wall between us and the Night King. Theres nothing between us and Cersei.,7,1
13409,Jon Snow, There's a thousand miles between us and Cersei. Winter is here. The Lannisters are a southern army. They've never ranged this far north.,7,1
13410,Sansa Stark," You're the military man, but I know her. If you're her enemy, she'll never stop until she's destroyed you. Everyone who's ever crossed her, she's found a way to murder.",7,1
13411,Jon Snow, You almost sound as if you admire her.,7,1
13412,Sansa Stark, I learned a great deal from her.,7,1
13413,Jaime Lannister, What is this?,7,1
13414,Cersei Lannister," Its what we've been waiting for our whole lives. It's what Father trained us for, whether he knew it or not.",7,1
13415,Jaime Lannister," He knew it. Made me memorize every damn city, town, lake, forest, and mountain.",7,1
13416,Cersei Lannister," It's ours now, we just have to take it.",7,1
13417,Cersei Lannister, You've been quiet since you came home. Are you angry with me?,7,1
13418,Jaime Lannister," No, not angry.",7,1
13419,Cersei Lannister, Are you afraid of me?,7,1
13420,Jaime Lannister, Should I be?,7,1
13421,Cersei Lannister," Daenerys Targaryen has chosen Tyrion to be her Hand. Right now, they're sailing across the Narrow Sea, hoping to take back her father's throne. Our little brother, the one you love so much, the one you set free, the one who murdered our father and our first-born son, now he stands beside our enemies and gives them counsel. He's out there somewhere at the head of an armada. Where will they land?",7,1
13422,Jaime Lannister, Dragonstone.,7,1
13423,Jaime Lannister," They have deep-water ports for the ships. Stannis left the castle unoccupied, and that's where she was born.",7,1
13424,Cersei Lannister, Enemies to the east.,7,1
13425,Cersei Lannister, Enemies to the south--Ellaria Sand and her brood of bitches.,7,1
13426,Cersei Lannister," Enemies to the west--Olenna, the old cunt. Another traitor.",7,1
13427,Cersei Lannister, Enemies to the north. Ned Stark's bastard has been named King in the North and that murdering whore Sansa stands beside him. Enemies everywhere. We're surrounded by traitors. You're in command of the Lannister army now. How do we proceed?,7,1
13428,Jaime Lannister," Winter is here. We can't win a war if we can't feed our men and our horses. The Tyrells have the grain, the Tyrells have the livestock.",7,1
13429,Cersei Lannister, Will the Tyrell bannermen stand alongside a Dothraki horde and Unsullied slave soldiers?,7,1
13430,Jaime Lannister," If they think Daenerys will win. No one wants to fight on the losing side. Right now, we look like the losing side.",7,1
13431,Cersei Lannister, I'm the Queen of the Seven Kingdoms.,7,1
13432,Jaime Lannister," Three kingdoms, at best. I'm not sure you understand how much danger we're in.",7,1
13433,Cersei Lannister, I understand we're in a war for survival. I understand whoever loses dies. I understand whoever wins could launch a dynasty that lasts a thousand years.,7,1
13434,Jaime Lannister, A dynasty for whom? Our children are dead. We're the last of us.,7,1
13435,Cersei Lannister," A dynasty for us, then.",7,1
13436,Jaime Lannister, We never talked about Tommen.,7,1
13437,Cersei Lannister, There's nothing to say.,7,1
13438,Jaime Lannister, Our baby boy killed himself.,7,1
13439,Cersei Lannister," He betrayed me. He betrayed us both. Should we spend our days mourning the dead--mother, father, and all our children?",7,1
13440,Jaime Lannister, Cersei--,7,1
13441,Cersei Lannister," I loved them. I did. But they're ashes now and we're still flesh and blood. We're the last Lannisters, the last ones who count.",7,1
13442,Jaime Lannister, Even Lannisters can't survive without allies. Where are our allies now? You saw what happened to Walder Frey and his family.,7,1
13443,Cersei Lannister, I heard. How could we ever trust a man like that?,7,1
13444,Jaime Lannister," We couldn't. He was a useless, old coward, but the Freys supported us. Now they're all dead. Whoever killed them is no friend of ours. We need allies. Stronger, better allies. We can't win this war alone.",7,1
13445,Cersei Lannister, You think I listened to Father for 40 years and learned nothing?,7,1
13447,Jaime Lannister, The Greyjoys? You invited the Greyjoys to King's Landing?,7,1
13448,Cersei Lannister, Not all of them.,7,1
13449,Jaime Lannister," Well, it looks like all of them.",7,1
13450,Cersei Lannister," I invited Euron Greyjoy, the new King of the Iron Islands. You said yourself we needed stronger, better allies. There you are.",7,1
13451,Jaime Lannister, How are they better allies? How are they different from the Freys? They both broke their promises and murdered their former friends as soon as it suited them.,7,1
13452,Cersei Lannister," So does everyone when it suits them. Unlike the Freys, they have ships. And they're good at killing.",7,1
13453,Jaime Lannister," They're not good at anything. I know the Ironborn. They're bitter, angry little people. All they know how to do is steal things they can't build or grow themselves.",7,1
13454,Cersei Lannister, Euron Greyjoy didn't come here for that.,7,1
13455,Jaime Lannister," Oh, what did he come here for, then?",7,1
13456,Cersei Lannister, A queen.,7,1
13458,Euron," The moment I was chosen Lord of the Iron Islands, they turned on me. Their own uncle. They stole my best ships and ran. Sailed the right across the world and gave them to the Dragon Queen so she could bring her armies here to attack you.",7,1
13459,Euron," It's nothing compares to the treason you suffered at the hands of a family members, from what I hear. But still, it bothers me. Murdering them would make me feel a lot better. And since it appears that all our treasonous family members are fighting for the same side, I thought we rightful monarchs could murder them together.",7,1
13460,Jaime Lannister," You're not a rightful monarch, though, are you?",7,1
13461,Jaime Lannister," The Greyjoys rebelled agains the throne for the right to be monarchs, but as I recall, you were soundly defeated. Come to mention it, weren't you the one who started that rebellion by sailing to Casterly Rock and burning the Lannister fleet? You certainly caught us there. Very smart move on your part. Of course, we all made it to the Iron Islands anyway. I was there.",7,1
13462,Euron," I remember very well. I saw you. I heard so much talk. The best in the world. No one can stop him. I didn't believe it, to be honesty. But I must say, when you rushed through the breach and started cutting people down...it was glorious. Like a dance.",7,1
13463,Jaime Lannister, The people I was cutting down were your own kin.,7,1
13464,Euron, The place was getting crowded. I enjoyed watching it. I truly did.,7,1
13465,Jaime Lannister, And I enjoyed killing Greyjoys.,7,1
13466,Euron," A good thing for me. If you hadn't crushed us, I wouldn't have gone into exile. If I hadn't done that, I wouldn't be the greatest captain on the 14 seas.",7,1
13467,Cersei Lannister, If not the most humble.,7,1
13468,Euron," You're not humble. You're the queen of a great nation. You don't care about the Iron Islands. They're nothing but rocks and bird shit and--and a lot of very unattractive people. The Iron Fleet, on the other hand, that's something else entirely. It's the greatest armada Westeros has ever seen. With the Iron Fleet, you own the seas. You can defeat the invaders of the east and the pretenders of the north and south.",7,1
13469,Cersei Lannister, What do you want in return?,7,1
13470,Euron," Ever since I was a little boy, I wanted to grow up and mary the most beautiful woman in the world. So here I am, with a thousand ships and two good hands.",7,1
13471,Cersei Lannister, I decline your proposal.,7,1
13472,Euron, Why?,7,1
13473,Cersei Lannister, You're not trustworthy. You've broken promises to allies before and murdered them at the nearest opportunity. You murdered your own brother.,7,1
13474,Euron, You should try it. Feels wonderful.,7,1
13475,Euron," I don't expect you to trust me outright. You need proof of my honest intentions. In my experience, the surest way to a woman's heart is with a gift. A priceless gift. I won't return to King's Landing until I have that for you.",7,1
13499,Marwyn," Ah, Maester Weyland. A drinker's liver if ever I saw one.",7,1
13500,Marwyn, Weigh that.,7,1
13501,Marwyn, The triumph of transitory pleasures. Mankind's curse.,7,1
13502,Samwell Tarly," Archmaester, I was wondering...",7,1
13503,Marwyn, What's the weight?,7,1
13504,Samwell Tarly," Um, 147.",7,1
13505,Samwell Tarly, I was wondering if you had considered my proposition.,7,1
13506,Marwyn, I don't remember your proposition.,7,1
13507,Samwell Tarly," I asked you if, in light of what I've seen in the North, if I could have access to the restricted area of the library.",7,1
13508,Marwyn, That area is reserved for maesters. Are you a maester?,7,1
13509,Samwell Tarly, No.,7,1
13510,Marwyn," Not a very strong proposition, is it?",7,1
13511,Samwell Tarly," Archmaester, with respect, I've seen them--the Army of the Dead. The white walkers. W was sent here to learn how to defeat them, but everyone in the Citadel, those who will even talk to me, they all doubt the walkers ever existed in the first place.",7,1
13512,Marwyn, Everyone in the Citadel doubts everything. It's their job. But the tales of the Long Night can't be pure fabrication. Too many similarities from unconnected sources.,7,1
13513,Samwell Tarly, Sources in the restricted area?,7,1
13514,Marwyn, The very same. And the simplest explanation for your grating obsession with the white walkers is that you're telling the truth and that you saw what you say you saw.,7,1
13515,Samwell Tarly," So, you believe me.",7,1
13516,Marwyn, I do. You'll finish weighing that heart?,7,1
13517,Samwell Tarly, That makes you the only person south of the Twins who does.,7,1
13518,Marwyn," We're not lie the people south of the Twins. And we're not like the people north of the Twins. In the Citadel, we lead different lives for different reasons. We are this world's memory, Samwell Tarly. Without us, men would be little better than dogs. Don't remember any meal but the last, can't see forward to any but the next. And every time you leave the house and shut the door, they howl like you're gone forever. When Robert's Rebellion was raging, people that the end was near. The end of the Targaryen dynasty. ""How will we survive?"" When Aegon Targaryen turned his eye westward and flew his dragons to Blackwater Rush--""The end is near! How will we survive?"" And thousands of year before that, during the Long Night, we can forgive them for thinking it truly was the end. But it wasn't. None of it was. The Wall has stood through it all. And every winter that ever came has ended.",7,1
13519,Marwyn, Be a good lad. Clean this up.,7,1
13522,Brienne Of Tarth, Nope.,7,1
13523,Brienne Of Tarth, Nope.,7,1
13524,Tormund Giantsbane, You're a lucky man.,7,1
13525,Petyr Baelish, I've heard she beat the Hound in single combat. She's a very impressive woman.,7,1
13526,Sansa Stark," What do you want, Lord Baelish?",7,1
13527,Petyr Baelish, I want you to be happy. I want you to be safe.,7,1
13528,Sansa Stark," I am safe. I'm at home, surrounded by friends. I have Brienne to protect me from anyone who would harm me.",7,1
13529,Petyr Baelish, What about happy? Why aren't you happy? What do you want that you do not have?,7,1
13530,Sansa Stark," At the moment, peace and quiet.",7,1
13531,Sansa Stark," No need to seize the last word, Lord Baelish. I'll assume it was something clever.",7,1
13532,Petyr Baelish, My lady.,7,1
13533,Petyr Baelish, My lady.,7,1
13534,Brienne Of Tarth, Why is he still here?,7,1
13535,Sansa Stark," We need his men. Without the Vale, Ramsay Bolton would still hold this castle. Littlefinger saved us.",7,1
13536,Brienne Of Tarth, He wants something.,7,1
13537,Sansa Stark, I know exactly what he wants.,7,1
13538,Man, He rode through the streets of the city / Down from his hill on high / O'er the winds and the steps and the cobble / He rode to a woman's sigh / For she was his secret treasure / She was his shame and his bliss / And a chain and a keep are nothing / Compared to a woman's kiss / For hands of gold are always cold / But a woman's hands are warm / For hands of gold are always cold / But a woman's hands are--,7,1
13539,Arya Stark, That's a pretty song. I've never heard it before.,7,1
13540,Man, It's a new one.,7,1
13541,Man #2, Are you hungry? We've got some rabbit.,7,1
13542,Arya Stark, I don't want to steal your food.,7,1
13543,Man #3," You're not stealing, we're offering. Come on, it's gonna be a cold night.",7,1
13544,Man #3, You heading south?,7,1
13545,Arya Stark, King's Landing.,7,1
13546,Man #2, Poor girl.,7,1
13547,Arya Stark," Not so bad, is it?",7,1
13548,Man #3," Depends on your taste, I guess. If you like your streets covered in shit and pig's blood, it's the town for you.",7,1
13549,Man #2," All my life, I wanted to see the Red Keep, the Sept of Baelor, the Dragonpit. Then when I finally make it, they wouldn't let me within a mile of the Red Keep, the Sept of Baelor's blown to hell, and the Dragonpit is a damn ruin.",7,1
13550,Man #3," The people who live there, they'd skin you alive if they could make two coppers off your hide.",7,1
13551,Man, Worst place in the world.,7,1
13552,Arya Stark, What are you doing in the Riverlands?,7,1
13553,Man #3," There's been some trouble with the Freys up at The Twins, so we're part of the army that's been sent to keep the peace.",7,1
13554,Man #2, Here you go. Guests first.,7,1
13555,Arya Stark," Oh, no, I couldn't. You don't have enough.",7,1
13556,Man #2, My mother always told me to be kind to strangers. Strangers will be kind to you.,7,1
13557,Arya Stark," You're a long way from home. I'm sure you've had some adventures, though.",7,1
13558,Man #2," Yeah, endless adventures. They'll be singing about us for a thousand years.",7,1
13559,Man #2, I just think about my dad out there on his boat all alone. I ought o be out there with him.,7,1
13560,Man #3, My wife's just had our first baby.,7,1
13561,Arya Stark, Boy or girl?,7,1
13562,Man #3," Oh, who knows? You think soldiers get ravens with news from home?",7,1
